account_id,generator_family,minilm_top3_cosine_mean,minilm_max_cosine,minilm_local_neighborhood_centroid_similarity,minilm_mutual_knn_weighted_degree,minilm_mutual_knn_clustering,minilm_mutual_knn_component_size_normalized
qwen_3_6_35b_organic_15,alibaba_qwen,0.8209729790687561,0.8495659828186035,0.895398736000061,1.6844491362571716,0.0,0.09615384615384616
qwen_3_6_35b_organic_16,alibaba_qwen,0.900074303150177,0.9061578512191772,0.9328353404998779,1.8099188804626465,0.0,0.25
qwen_3_6_35b_organic_17,alibaba_qwen,0.8355657458305359,0.8544571399688721,0.9318292140960693,2.5066972374916077,0.0,0.09615384615384616
qwen_3_6_35b_organic_18,alibaba_qwen,0.8224105834960938,0.8549105525016785,0.8841912150382996,1.694279134273529,0.865395101508442,0.057692307692307696
qwen_3_6_35b_organic_19,alibaba_qwen,0.8373633027076721,0.8687261939048767,0.8899058103561401,0.8687261939048767,0.0,0.057692307692307696
qwen_3_6_35b_professional_00,alibaba_qwen,0.9407843947410583,0.9465932846069336,0.9671335220336914,0.9465932846069336,0.0,0.25
qwen_3_6_35b_professional_01,alibaba_qwen,0.9398305416107178,0.9636186361312866,0.9544050693511963,0.9636186361312866,0.0,0.038461538461538464
qwen_3_6_35b_professional_02,alibaba_qwen,0.9524607062339783,0.9679787158966064,0.9641581773757935,2.85738205909729,0.9775864669329303,0.07692307692307693
qwen_3_6_35b_professional_03,alibaba_qwen,0.9168176651000977,0.9614761471748352,0.9574449062347412,0.9614761471748352,0.0,0.038461538461538464
qwen_3_6_35b_professional_04,alibaba_qwen,0.9101986289024353,0.9217877388000488,0.9494316577911377,0.9069170951843262,0.0,0.25
qwen_3_6_35b_professional_05,alibaba_qwen,0.9567893147468567,0.9780921936035156,0.9699751138687134,2.87036794424057,0.9790530626884578,0.07692307692307693
qwen_3_6_35b_professional_06,alibaba_qwen,0.8884363770484924,0.9003714323043823,0.9191951155662537,0.0,0.0,0.019230769230769232
qwen_3_6_35b_professional_07,alibaba_qwen,0.9628663063049316,0.9780921936035156,0.9781745672225952,2.8885990381240845,0.9811270967124965,0.07692307692307693
qwen_3_6_35b_professional_08,alibaba_qwen,0.9301301836967468,0.9465932846069336,0.9629876017570496,1.8845460414886475,0.0,0.25
qwen_3_6_35b_professional_09,alibaba_qwen,0.9497129321098328,0.9636186361312866,0.9677337408065796,0.9636186361312866,0.0,0.038461538461538464
qwen_3_6_35b_professional_10,alibaba_qwen,0.9604526162147522,0.9679787158966064,0.9749132990837097,2.881357967853546,0.9803288152106521,0.07692307692307693
qwen_3_6_35b_professional_11,alibaba_qwen,0.9168570041656494,0.9614761471748352,0.9474078416824341,0.9614761471748352,0.0,0.038461538461538464
seed_2_mini_coordinated_00,bytedance_seed,0.9141246676445007,0.9305708408355713,0.9531782865524292,1.8367506265640259,0.0,0.34615384615384615
seed_2_mini_coordinated_01,bytedance_seed,0.913576066493988,0.9302768111228943,0.9391710758209229,0.9302768111228943,0.0,0.11538461538461539
seed_2_mini_coordinated_02,bytedance_seed,0.9364104270935059,0.9458872675895691,0.9587851762771606,2.809231460094452,0.32560611566628467,0.34615384615384615
seed_2_mini_coordinated_03,bytedance_seed,0.9340710639953613,0.9401637315750122,0.9622093439102173,2.8022132515907288,0.6431667227340493,0.11538461538461539
seed_2_mini_coordinated_04,bytedance_seed,0.9272562861442566,0.940581202507019,0.9572516083717346,1.8766170740127563,0.9693161466294513,0.34615384615384615
seed_2_mini_coordinated_05,bytedance_seed,0.8631577491760254,0.8690445423126221,0.9006121158599854,0.0,0.0,0.019230769230769232
seed_2_mini_coordinated_06,bytedance_seed,0.948023796081543,0.964651882648468,0.9703493714332581,2.8440712094306946,0.32896554929132327,0.34615384615384615
seed_2_mini_coordinated_07,bytedance_seed,0.9195935726165771,0.9346094727516174,0.95522141456604,1.8532761931419373,0.0,0.057692307692307696
seed_2_mini_coordinated_08,bytedance_seed,0.9295544624328613,0.9339897632598877,0.9501957893371582,1.8546736240386963,0.0,0.34615384615384615
seed_2_mini_coordinated_09,bytedance_seed,0.9219818711280823,0.9302768111228943,0.9560216665267944,2.7659457325935364,0.0,0.11538461538461539
seed_2_mini_coordinated_10,bytedance_seed,0.9457983374595642,0.9458872675895691,0.9652687907218933,2.8373950123786926,0.654571664957608,0.34615384615384615
seed_2_mini_coordinated_11,bytedance_seed,0.925525963306427,0.9351862072944641,0.9523873329162598,2.7765780091285706,0.32267153480133187,0.11538461538461539
seed_2_mini_coordinated_12,bytedance_seed,0.9342520833015442,0.940581202507019,0.9662449359893799,2.802756190299988,0.3231053822098171,0.34615384615384615
seed_2_mini_coordinated_13,bytedance_seed,0.8980032801628113,0.9186667203903198,0.9261506795883179,0.9186667203903198,0.0,0.057692307692307696
seed_2_mini_coordinated_14,bytedance_seed,0.9204760193824768,0.9234366416931152,0.940777063369751,0.0,0.0,0.019230769230769232
seed_2_mini_coordinated_15,bytedance_seed,0.9194574952125549,0.9346094727516174,0.9494893550872803,0.9346094727516174,0.0,0.057692307692307696
seed_2_mini_coordinated_16,bytedance_seed,0.931204617023468,0.9363763928413391,0.9633828997612,1.857237458229065,0.0,0.34615384615384615
seed_2_mini_coordinated_17,bytedance_seed,0.9209561347961426,0.9268633127212524,0.9476848840713501,2.7628684043884277,0.3204951879327174,0.11538461538461539
seed_2_mini_coordinated_18,bytedance_seed,0.9485573768615723,0.964651882648468,0.9690136313438416,2.845672309398651,0.654571664957608,0.34615384615384615
seed_2_mini_coordinated_19,bytedance_seed,0.9272972941398621,0.9401637315750122,0.9529508948326111,2.781891703605652,0.6431667227340493,0.11538461538461539
seed_2_mini_organic_00,bytedance_seed,0.867831289768219,0.869269073009491,0.9046053886413574,0.8682283163070679,0.0,0.34615384615384615
seed_2_mini_organic_01,bytedance_seed,0.8322117328643799,0.8720805644989014,0.8615390062332153,0.0,0.0,0.019230769230769232
seed_2_mini_organic_02,bytedance_seed,0.8711843490600586,0.8959997892379761,0.9321519136428833,1.7630144357681274,0.9082182381913584,0.057692307692307696
seed_2_mini_organic_03,bytedance_seed,0.8955447673797607,0.9084604978561401,0.95463627576828,2.6866343021392822,0.3050571961858512,0.17307692307692307
seed_2_mini_organic_04,bytedance_seed,0.8279352188110352,0.8502007722854614,0.8825768232345581,0.8502007722854614,0.0,0.038461538461538464
seed_2_mini_organic_05,bytedance_seed,0.840480387210846,0.8678596019744873,0.9035912752151489,0.8678596019744873,0.0,0.038461538461538464
seed_2_mini_organic_06,bytedance_seed,0.8609609007835388,0.8765464425086975,0.9257407188415527,1.7284764051437378,0.0,0.057692307692307696
seed_2_mini_organic_07,bytedance_seed,0.8043411374092102,0.8780019283294678,0.8568423986434937,0.8780019283294678,0.0,0.038461538461538464
seed_2_mini_organic_08,bytedance_seed,0.8911812901496887,0.9061797857284546,0.9297237992286682,1.7744081020355225,0.0,0.34615384615384615
seed_2_mini_organic_09,bytedance_seed,0.9000127911567688,0.9177218675613403,0.9405702948570251,1.811005175113678,0.0,0.17307692307692307
seed_2_mini_organic_10,bytedance_seed,0.8519538044929504,0.8670146465301514,0.9107699394226074,1.7326762676239014,0.9082182381913584,0.057692307692307696
seed_2_mini_organic_11,bytedance_seed,0.8416421413421631,0.8920708894729614,0.88625168800354,1.7410832643508911,0.9151715885575537,0.17307692307692307
seed_2_mini_organic_12,bytedance_seed,0.8577958941459656,0.8844115734100342,0.9047753214836121,0.8502007722854614,0.0,0.038461538461538464
seed_2_mini_organic_13,bytedance_seed,0.8067489266395569,0.8678596019744873,0.8789711594581604,0.8678596019744873,0.0,0.038461538461538464
seed_2_mini_organic_14,bytedance_seed,0.8174111247062683,0.8765464425086975,0.8645244836807251,0.8765464425086975,0.0,0.057692307692307696
seed_2_mini_organic_15,bytedance_seed,0.8144149780273438,0.8780019283294678,0.8712252378463745,0.8780019283294678,0.0,0.038461538461538464
seed_2_mini_organic_16,bytedance_seed,0.8427945971488953,0.8574933409690857,0.8782840371131897,0.0,0.0,0.019230769230769232
seed_2_mini_organic_17,bytedance_seed,0.8914769291877747,0.9177218675613403,0.9331278800964355,0.9177218675613403,0.0,0.17307692307692307
seed_2_mini_organic_18,bytedance_seed,0.8536774516105652,0.8959997892379761,0.9073778986930847,1.761661410331726,0.9082182381913584,0.057692307692307696
seed_2_mini_organic_19,bytedance_seed,0.8634974360466003,0.9084604978561401,0.9095001220703125,1.7574728727340698,0.9151715885575537,0.17307692307692307
seed_2_mini_professional_00,bytedance_seed,0.9040968418121338,0.9360182285308838,0.9377733469009399,0.9360182285308838,0.0,0.34615384615384615
seed_2_mini_professional_01,bytedance_seed,0.9018988609313965,0.9405557513237,0.9453942775726318,1.8317539691925049,0.0,0.17307692307692307
seed_2_mini_professional_02,bytedance_seed,0.902665913105011,0.94211745262146,0.93463534116745,0.94211745262146,0.0,0.34615384615384615
seed_2_mini_professional_03,bytedance_seed,0.9023826122283936,0.9452744126319885,0.9516729116439819,1.8313773274421692,0.0,0.17307692307692307
seed_2_mini_professional_04,bytedance_seed,0.9250784516334534,0.9360358715057373,0.9578211903572083,2.77523535490036,0.3231053822098171,0.34615384615384615
seed_2_mini_professional_05,bytedance_seed,0.9149369597434998,0.9205236434936523,0.9616841077804565,2.744810938835144,0.0,0.34615384615384615
seed_2_mini_professional_06,bytedance_seed,0.8523878455162048,0.8559837937355042,0.9137949347496033,0.8519299626350403,0.0,0.057692307692307696
seed_2_mini_professional_07,bytedance_seed,0.8943647742271423,0.9136679768562317,0.935872495174408,1.8004159331321716,0.0,0.34615384615384615
seed_2_mini_professional_08,bytedance_seed,0.9139488339424133,0.9360182285308838,0.9561330676078796,1.8565418720245361,0.0,0.34615384615384615
seed_2_mini_professional_09,bytedance_seed,0.9007887840270996,0.9405557513237,0.9428746104240417,1.8338390588760376,0.0,0.17307692307692307
seed_2_mini_professional_10,bytedance_seed,0.9100720286369324,0.94211745262146,0.9476780891418457,1.8288654088974,0.0,0.34615384615384615
seed_2_mini_professional_11,bytedance_seed,0.912957489490509,0.9452744126319885,0.9565872550010681,1.8364726305007935,0.0,0.17307692307692307
