account_id,generator_family,top3_cosine_mean,max_cosine,top3_jaccard_mean,max_jaccard,semantic_without_literal_reuse,mutual_knn_weighted_degree,mutual_knn_clustering,mutual_knn_component_size_normalized
gemini_flash_lite_organic_07,google_gemini,0.20028057843781424,0.20406441671188666,0.19790772372843202,0.21227621483375958,0.1677644964314068,0.0,0.0,0.019230769230769232
gemini_flash_lite_organic_08,google_gemini,0.2559862777435756,0.26856050374036133,0.2674250825890947,0.2874251497005988,0.19899362626544845,0.7679588332307267,0.0,0.19230769230769232
gemini_flash_lite_organic_09,google_gemini,0.162874776136915,0.17673674660971694,0.18731078995769757,0.19767441860465115,0.1442213807646058,0.17673674660971694,0.0,0.038461538461538464
gemini_flash_lite_organic_10,google_gemini,0.252021194004045,0.26633430342531306,0.23702460386533494,0.24603174603174602,0.20166304959096812,0.756063582012135,0.0,0.19230769230769232
gemini_flash_lite_organic_11,google_gemini,0.2716844636903949,0.3242420777607371,0.2886209014795772,0.3212121212121212,0.22009159217698515,0.8150533910711848,0.3333333333333333,0.19230769230769232
gemini_flash_lite_organic_12,google_gemini,0.23832530951106304,0.24762837592127843,0.2567437379576108,0.2630057803468208,0.19426019145548568,0.7149759285331891,0.0,0.19230769230769232
gemini_flash_lite_organic_13,google_gemini,0.16495648017451567,0.17074500667000472,0.16765788202410759,0.17191977077363896,0.14331964290435628,0.16100100754297794,0.0,0.038461538461538464
gemini_flash_lite_organic_14,google_gemini,0.21790136040487282,0.2623380875829477,0.19713370112587972,0.20728291316526612,0.20795988455454956,0.2623380875829477,0.0,0.25
gemini_flash_lite_organic_15,google_gemini,0.21885242845720324,0.2226453184432312,0.2266691559268045,0.23306233062330622,0.17255012179350418,0.0,0.0,0.019230769230769232
gemini_flash_lite_organic_16,google_gemini,0.22890745759946576,0.23119340152592194,0.19454505554220267,0.19909502262443438,0.18580901554508275,0.23119340152592194,0.0,0.19230769230769232
gemini_flash_lite_organic_17,google_gemini,0.16696840663247772,0.17673674660971694,0.17906775840122238,0.18611111111111112,0.1442213807646058,0.17673674660971694,0.0,0.038461538461538464
gemini_flash_lite_organic_18,google_gemini,0.2695171379603277,0.2923625342193435,0.2529353179252382,0.2743362831858407,0.21215688323881565,0.8085514138809832,0.0,0.19230769230769232
gemini_flash_lite_organic_19,google_gemini,0.229778008443153,0.24780109342170148,0.21703219755253497,0.2493368700265252,0.1952954353840283,0.48634150528769127,1.0,0.19230769230769232
gemini_flash_lite_professional_00,google_gemini,0.3694032790573147,0.36991125595315577,0.3453490184828787,0.36823104693140796,0.24532308988559984,0.7392815303627154,1.0,0.25
gemini_flash_lite_professional_01,google_gemini,0.32006199484080594,0.3559337062968991,0.2747124585044907,0.29260450160771706,0.2517859015605074,0.3559337062968991,0.0,0.25
gemini_flash_lite_professional_02,google_gemini,0.401956331523168,0.41611999374523606,0.37011066778155266,0.3902439024390244,0.27158976691005865,1.205868994569504,0.0,0.25
gemini_flash_lite_professional_03,google_gemini,0.32241324254245457,0.36179912037898077,0.3329375272278768,0.35294117647058826,0.2341053131863993,0.6672623114029568,0.0,0.25
gemini_flash_lite_professional_04,google_gemini,0.3480329427525877,0.36991125595315577,0.32894921436588104,0.3402777777777778,0.24532308988559984,0.7055877935567054,1.0,0.25
gemini_flash_lite_professional_05,google_gemini,0.32025049912289144,0.3343647882986915,0.29514235747565076,0.31010452961672474,0.23067675290293002,0.0,0.0,0.019230769230769232
gemini_flash_lite_professional_06,google_gemini,0.320518011795703,0.36461053351021894,0.311655411525523,0.3412969283276451,0.24017007838727733,0.59694350187689,0.0,0.25
gemini_flash_lite_professional_07,google_gemini,0.3467360208067525,0.3606612252713426,0.3376993463051341,0.3617886178861789,0.23017809905528774,0.3606612252713426,0.0,0.25
gemini_flash_lite_professional_08,google_gemini,0.3732756465569575,0.4147801276577632,0.3604228937800034,0.3727598566308244,0.26016674673874035,1.1198269396708724,0.3333333333333333,0.25
gemini_flash_lite_professional_09,google_gemini,0.3447218324002554,0.3559337062968991,0.2974016827427104,0.30158730158730157,0.2517859015605074,0.6930885195545811,0.0,0.25
gemini_flash_lite_professional_10,google_gemini,0.3713120107580868,0.41611999374523606,0.34203266474548655,0.3617886178861789,0.27158976691005865,1.1139360322742604,0.0,0.25
gemini_flash_lite_professional_11,google_gemini,0.34422454306397965,0.3749688731665048,0.3486055526189937,0.3902439024390244,0.22863955680884437,0.7367679935454856,0.0,0.25
qwen_3_6_35b_coordinated_00,alibaba_qwen,0.3912697911511352,0.4251657121406127,0.3852888922041182,0.4140625,0.24912053445739027,1.1738093734534056,0.3333333333333333,0.1346153846153846
qwen_3_6_35b_coordinated_01,alibaba_qwen,0.1758615498525322,0.19295981096320006,0.24761131959444446,0.2865013774104683,0.13767655933737966,0.5275846495575965,0.6666666666666666,0.07692307692307693
qwen_3_6_35b_coordinated_02,alibaba_qwen,0.2929447453030796,0.31699875775396974,0.3195413611735908,0.3303769401330377,0.21226967814123918,0.28561512471638534,0.0,0.038461538461538464
qwen_3_6_35b_coordinated_03,alibaba_qwen,0.27804348476407864,0.28738751879323415,0.3327961865659174,0.34360189573459715,0.1906215947438667,0.8341304542922361,0.6666666666666666,0.09615384615384616
qwen_3_6_35b_coordinated_04,alibaba_qwen,0.3600539319503439,0.3726371249637525,0.36522446838079903,0.3934010152284264,0.23845149358994383,0.7235474938457347,0.0,0.1346153846153846
qwen_3_6_35b_coordinated_05,alibaba_qwen,0.18497214547541874,0.1964028757414122,0.2535079527427195,0.2865013774104683,0.1475704667455966,0.5549164364262562,0.6666666666666666,0.07692307692307693
qwen_3_6_35b_coordinated_06,alibaba_qwen,0.3753161726578667,0.3858176304333157,0.3694129172565191,0.3744075829383886,0.24499419532515546,1.1259485179736002,0.6666666666666666,0.1346153846153846
qwen_3_6_35b_coordinated_07,alibaba_qwen,0.268368886863696,0.28738751879323415,0.31189836700054624,0.3367088607594937,0.1906215947438667,0.8051066605910878,0.3333333333333333,0.09615384615384616
qwen_3_6_35b_coordinated_08,alibaba_qwen,0.3108382731996456,0.3142565812719024,0.32856734188701403,0.3402777777777778,0.2115188527791651,0.0,0.0,0.019230769230769232
qwen_3_6_35b_coordinated_09,alibaba_qwen,0.16499581351598971,0.1694823300977507,0.21629089258383685,0.22538860103626943,0.1330515488617856,0.33503607981939465,1.0,0.07692307692307693
qwen_3_6_35b_coordinated_10,alibaba_qwen,0.3366694932685477,0.3509103688819821,0.377465145686223,0.3934010152284264,0.21286187350962874,0.691728968018883,0.0,0.1346153846153846
qwen_3_6_35b_coordinated_11,alibaba_qwen,0.26375346746029704,0.28187526636808985,0.3076251475618652,0.3180778032036613,0.19398542830231572,0.5482499381281547,1.0,0.09615384615384616
qwen_3_6_35b_coordinated_12,alibaba_qwen,0.4002568308186589,0.4251657121406127,0.3976219893333813,0.4140625,0.24912053445739027,1.2007704924559768,0.6666666666666666,0.1346153846153846
qwen_3_6_35b_coordinated_13,alibaba_qwen,0.14778866433421525,0.15334856375080563,0.20065538544184794,0.2054794520547945,0.12183858489790038,0.0,0.0,0.019230769230769232
qwen_3_6_35b_coordinated_14,alibaba_qwen,0.27811816739061307,0.28561512471638534,0.30726810985031966,0.319634703196347,0.19432261909927587,0.28561512471638534,0.0,0.038461538461538464
qwen_3_6_35b_coordinated_15,alibaba_qwen,0.27392478256001923,0.28187526636808985,0.31758933831834457,0.34360189573459715,0.19398542830231572,0.8217743476800579,0.6666666666666666,0.09615384615384616
qwen_3_6_35b_coordinated_16,alibaba_qwen,0.34011454189543294,0.3563467419268611,0.3569288607703092,0.39303482587064675,0.23700813748765473,0.3408185991369008,0.0,0.1346153846153846
qwen_3_6_35b_coordinated_17,alibaba_qwen,0.17404449188369808,0.1964028757414122,0.23284799860448402,0.24863387978142076,0.1475704667455966,0.36154538423805804,1.0,0.07692307692307693
qwen_3_6_35b_coordinated_18,alibaba_qwen,0.3871523667094105,0.41148042912411975,0.380789630947647,0.4099722991689751,0.24278485153306786,0.7972980595574355,1.0,0.1346153846153846
qwen_3_6_35b_coordinated_19,alibaba_qwen,0.24954911873973917,0.2581883242248228,0.2987232889779327,0.30162412993039445,0.18031249557232404,0.2581883242248228,0.0,0.09615384615384616
qwen_3_6_35b_organic_00,alibaba_qwen,0.22654457518681148,0.23985767193193847,0.24084091196160162,0.2512315270935961,0.17959786272736278,0.6796337255604344,0.6666666666666666,0.19230769230769232
qwen_3_6_35b_organic_01,alibaba_qwen,0.12085684554793795,0.12456473486649193,0.15897982461780902,0.1662921348314607,0.1038505991808281,0.0,0.0,0.019230769230769232
qwen_3_6_35b_organic_02,alibaba_qwen,0.22423580178580163,0.22814772852718498,0.2290598500476412,0.23557692307692307,0.17680125598162363,0.4445596768302199,1.0,0.19230769230769232
qwen_3_6_35b_organic_03,alibaba_qwen,0.23496671876089628,0.259313969086565,0.25561603901165464,0.2824427480916031,0.18607261903921457,0.48391242778944243,0.0,0.19230769230769232
qwen_3_6_35b_organic_04,alibaba_qwen,0.19024135301280956,0.1992212884427728,0.1727102830417776,0.18313253012048192,0.16273738983638547,0.0,0.0,0.019230769230769232
qwen_3_6_35b_organic_05,alibaba_qwen,0.1517813225666396,0.15874291004694333,0.16263738359487137,0.16452442159383032,0.13429106815707187,0.15480111554139397,0.0,0.038461538461538464
qwen_3_6_35b_organic_06,alibaba_qwen,0.18986142551078378,0.19233034339747093,0.19036970107672616,0.19742489270386265,0.1607934972514653,0.0,0.0,0.019230769230769232
qwen_3_6_35b_organic_07,alibaba_qwen,0.18012224448864866,0.18565782653518037,0.17246877866510846,0.1740041928721174,0.15517669083537464,0.0,0.0,0.019230769230769232
qwen_3_6_35b_organic_08,alibaba_qwen,0.23455799780520503,0.23985767193193847,0.24566712793327464,0.2512315270935961,0.17959786272736278,0.7036739934156151,0.3333333333333333,0.19230769230769232
qwen_3_6_35b_organic_09,alibaba_qwen,0.145892377371301,0.14863193936772462,0.21686082050006097,0.22784810126582278,0.11853397164576038,0.0,0.0,0.019230769230769232
qwen_3_6_35b_organic_10,alibaba_qwen,0.2170950301729511,0.2317413821723651,0.19642547118402418,0.20842572062084258,0.18611891767310754,0.43573396805094067,0.0,0.19230769230769232
qwen_3_6_35b_organic_11,alibaba_qwen,0.2382981811757682,0.259313969086565,0.2664240113085852,0.2824427480916031,0.18607261903921457,0.4909073472285749,0.0,0.19230769230769232
qwen_3_6_35b_organic_12,alibaba_qwen,0.20664649644740374,0.21547292412111882,0.2042669892416786,0.22169811320754718,0.17390719374742183,0.20399258587857558,0.0,0.19230769230769232
qwen_3_6_35b_organic_13,alibaba_qwen,0.14393307991188356,0.15480111554139397,0.1439763300888741,0.15945330296127563,0.13011756636622865,0.15480111554139397,0.0,0.038461538461538464
qwen_3_6_35b_organic_14,alibaba_qwen,0.22274289249970378,0.23565867964311885,0.21699514391676453,0.22302158273381295,0.1831017079241499,0.23565867964311885,0.0,0.19230769230769232
qwen_3_6_35b_organic_15,alibaba_qwen,0.19503651994129143,0.20200433945598867,0.21314208439590554,0.22573363431151242,0.16194804186663483,0.0,0.0,0.019230769230769232
qwen_3_6_35b_organic_16,alibaba_qwen,0.2262655408337099,0.2322229433416667,0.23308866699091477,0.24121779859484777,0.1762066361655738,0.6787966225011297,0.6666666666666666,0.19230769230769232
qwen_3_6_35b_organic_17,alibaba_qwen,0.16292946681814358,0.17170049455178882,0.16835474409973675,0.17173913043478262,0.14302085150577576,0.0,0.0,0.019230769230769232
qwen_3_6_35b_organic_18,alibaba_qwen,0.23066617350612048,0.23565867964311885,0.22248565044227633,0.22409638554216868,0.1831017079241499,0.6919985205183613,0.0,0.19230769230769232
qwen_3_6_35b_organic_19,alibaba_qwen,0.20624606880384208,0.2129897425620972,0.19785843048246518,0.20620842572062084,0.1726943858611599,0.0,0.0,0.019230769230769232
qwen_3_6_35b_professional_00,alibaba_qwen,0.3817747069317779,0.3831758170951533,0.329363825186017,0.34579439252336447,0.2579306471061226,0.0,0.0,0.019230769230769232
qwen_3_6_35b_professional_01,alibaba_qwen,0.3767470844252117,0.3795298421619313,0.2857075404522611,0.30484330484330485,0.27592255766370294,0.0,0.0,0.019230769230769232
qwen_3_6_35b_professional_02,alibaba_qwen,0.5314693352837991,0.5514632604062777,0.35617157822032924,0.3860294117647059,0.33858222238179553,1.5944080058513976,0.3333333333333333,0.09615384615384616
qwen_3_6_35b_professional_03,alibaba_qwen,0.34941490648396106,0.3559296340630056,0.32120332863814366,0.33753943217665616,0.24936387536150695,0.0,0.0,0.019230769230769232
qwen_3_6_35b_professional_04,alibaba_qwen,0.3525026435371013,0.3574356662598598,0.33011037303871377,0.36363636363636365,0.2635956240854423,0.0,0.0,0.019230769230769232
qwen_3_6_35b_professional_05,alibaba_qwen,0.5117125582014638,0.5248769538248464,0.3277385979841632,0.329153605015674,0.35411219145032446,1.5351376746043912,0.3333333333333333,0.09615384615384616
qwen_3_6_35b_professional_06,alibaba_qwen,0.37341870434302876,0.37527022939526067,0.2946364018495166,0.3,0.27005427722836517,0.0,0.0,0.019230769230769232
qwen_3_6_35b_professional_07,alibaba_qwen,0.5112140710550289,0.5247935410655509,0.3307570119861399,0.33687943262411346,0.3480013907065887,1.0268920364867338,0.0,0.09615384615384616
qwen_3_6_35b_professional_08,alibaba_qwen,0.41779161921570523,0.43699160863737757,0.3564378075778727,0.36363636363636365,0.28092317698117125,0.0,0.0,0.019230769230769232
qwen_3_6_35b_professional_09,alibaba_qwen,0.506772100400717,0.5180677916202734,0.32933848704072766,0.3345724907063197,0.34983913603878236,1.0262300169786351,1.0,0.09615384615384616
qwen_3_6_35b_professional_10,alibaba_qwen,0.5245500995778996,0.5514632604062777,0.35736768196525315,0.3860294117647059,0.33858222238179553,1.0762568014718286,0.0,0.09615384615384616
qwen_3_6_35b_professional_11,alibaba_qwen,0.36622686005281385,0.38178860183191665,0.3039376722785321,0.310126582278481,0.273758386522564,0.0,0.0,0.019230769230769232
seed_2_mini_coordinated_00,bytedance_seed,0.33561518651736283,0.35959155478913724,0.3718984585410578,0.42857142857142855,0.20548088845093554,0.7128471591492922,1.0,0.07692307692307693
seed_2_mini_coordinated_01,bytedance_seed,0.1496666756893927,0.16310075667827012,0.22229795019258217,0.233983286908078,0.12493790553349382,0.14272126281822362,0.0,0.07692307692307693
seed_2_mini_coordinated_02,bytedance_seed,0.3040138865952457,0.34285128850524454,0.34184547241949054,0.3696969696969697,0.21610020608815417,0.6329654770810532,1.0,0.11538461538461539
seed_2_mini_coordinated_03,bytedance_seed,0.2573351826722259,0.26845915084779143,0.29616834141592013,0.31176470588235294,0.18476306264230352,0.533248900596434,1.0,0.09615384615384616
seed_2_mini_coordinated_04,bytedance_seed,0.2962893916707076,0.3216077058456177,0.3289040433945185,0.3522388059701492,0.20832499154775835,0.612860181036688,1.0,0.11538461538461539
seed_2_mini_coordinated_05,bytedance_seed,0.13421185218522583,0.14170355810472685,0.18388486449455335,0.19128329297820823,0.1167384151135715,0.0,0.0,0.019230769230769232
seed_2_mini_coordinated_06,bytedance_seed,0.3551916512997631,0.3905272221490718,0.3881847209221407,0.4344569288389513,0.2208599645861792,1.0655749538992894,0.6666666666666666,0.07692307692307693
seed_2_mini_coordinated_07,bytedance_seed,0.2814575466629938,0.2925486354526889,0.31593974724479806,0.3323262839879154,0.19532703454696146,0.8443726399889813,0.3333333333333333,0.09615384615384616
seed_2_mini_coordinated_08,bytedance_seed,0.31797264006427506,0.34285128850524454,0.3511563174103734,0.3696969696969697,0.21610020608815417,0.9539179201928252,0.3333333333333333,0.11538461538461539
seed_2_mini_coordinated_09,bytedance_seed,0.1661046922848693,0.166793485243164,0.22563584311077345,0.233983286908078,0.1304913737490636,0.3333554711816423,0.0,0.057692307692307696
seed_2_mini_coordinated_10,bytedance_seed,0.31190666831275715,0.345346419339311,0.3454628076992928,0.36807817589576547,0.21823193925676332,0.6365988945303813,1.0,0.11538461538461539
seed_2_mini_coordinated_11,bytedance_seed,0.2663726687847457,0.2724304633015534,0.3007704984216519,0.3154929577464789,0.18648057065430274,0.2724304633015534,0.0,0.09615384615384616
seed_2_mini_coordinated_12,bytedance_seed,0.3134295998244169,0.32179212739006263,0.3598343224136742,0.37630662020905925,0.2006996195220251,0.6418921976999215,1.0,0.07692307692307693
seed_2_mini_coordinated_13,bytedance_seed,0.1524255170084828,0.1665619859384783,0.20523132538039368,0.22133333333333333,0.1296962663840951,0.1665619859384783,0.0,0.057692307692307696
seed_2_mini_coordinated_14,bytedance_seed,0.2835572096143522,0.29395209035661746,0.3149206349206349,0.3181818181818182,0.20042187978860282,0.5840662789324261,1.0,0.11538461538461539
seed_2_mini_coordinated_15,bytedance_seed,0.26957033494482563,0.2793935412347391,0.303921568627451,0.31176470588235294,0.19557547886431734,0.8087110048344769,0.6666666666666666,0.09615384615384616
seed_2_mini_coordinated_16,bytedance_seed,0.32802288883863057,0.345346419339311,0.360063197776961,0.36807817589576547,0.21823193925676332,0.9840686665158918,0.3333333333333333,0.11538461538461539
seed_2_mini_coordinated_17,bytedance_seed,0.1682053081263959,0.17699707369054335,0.21582084212494868,0.2210242587601078,0.14004164072218814,0.166793485243164,0.0,0.057692307692307696
seed_2_mini_coordinated_18,bytedance_seed,0.3567396157493559,0.3905272221490718,0.41096379036966996,0.4344569288389513,0.2208599645861792,1.0702188472480678,0.6666666666666666,0.07692307692307693
seed_2_mini_coordinated_19,bytedance_seed,0.2727322326510926,0.2925486354526889,0.3075496215443589,0.3323262839879154,0.19532703454696146,0.8181966979532778,0.6666666666666666,0.09615384615384616
seed_2_mini_organic_00,bytedance_seed,0.21991924011736616,0.2329549119129725,0.2566467757262407,0.26785714285714285,0.1831217735398366,0.4393045112498234,0.0,0.09615384615384616
seed_2_mini_organic_01,bytedance_seed,0.1498890551117041,0.15402704152789465,0.16787293978564333,0.17015706806282724,0.12781825173911676,0.14697628406816016,0.0,0.07692307692307693
seed_2_mini_organic_02,bytedance_seed,0.2095186941868196,0.21615038837251666,0.2544605931702706,0.26099706744868034,0.16674458531594144,0.4224999877093676,0.0,0.09615384615384616
seed_2_mini_organic_03,bytedance_seed,0.23026716651482607,0.27640613906870704,0.2542246260504703,0.26329113924050634,0.20363085182023732,0.4908566110395367,0.0,0.057692307692307696
seed_2_mini_organic_04,bytedance_seed,0.20675423763628487,0.2114976219457867,0.2404538065455333,0.24813895781637718,0.16352908913334024,0.20532047978949713,0.0,0.038461538461538464
seed_2_mini_organic_05,bytedance_seed,0.11588264926706736,0.11639464781167021,0.13445461060406175,0.13744075829383887,0.10304663774152455,0.0,0.0,0.019230769230769232
seed_2_mini_organic_06,bytedance_seed,0.18288782541208057,0.19547278590918954,0.2023669509989745,0.21173469387755103,0.15408441542331522,0.0,0.0,0.019230769230769232
seed_2_mini_organic_07,bytedance_seed,0.18992841263049462,0.20791658584730324,0.22388751616506922,0.23641304347826086,0.1587623929975332,0.20791658584730324,0.0,0.038461538461538464
seed_2_mini_organic_08,bytedance_seed,0.20032880741058157,0.20236107305702442,0.24517331977286214,0.25146198830409355,0.15426365859129687,0.0,0.0,0.019230769230769232
seed_2_mini_organic_09,bytedance_seed,0.14988815821295606,0.17018494691105174,0.1874015203129127,0.1918918918918919,0.13818435860299072,0.31290620972927535,0.0,0.07692307692307693
seed_2_mini_organic_10,bytedance_seed,0.20827487441828896,0.23686456018446636,0.21784017661941588,0.2334293948126801,0.18157340924803472,0.23686456018446636,0.0,0.09615384615384616
seed_2_mini_organic_11,bytedance_seed,0.22622727674769708,0.27640613906870704,0.24533177838304074,0.26329113924050634,0.20363085182023732,0.27640613906870704,0.0,0.057692307692307696
seed_2_mini_organic_12,bytedance_seed,0.19475133204888004,0.20532047978949713,0.24778985254035923,0.25,0.15472574838005085,0.20532047978949713,0.0,0.038461538461538464
seed_2_mini_organic_13,bytedance_seed,0.10895906997088473,0.11389824292708862,0.15636191198853114,0.15885416666666666,0.0982439820508537,0.0,0.0,0.019230769230769232
seed_2_mini_organic_14,bytedance_seed,0.18609823870175393,0.18721094295671348,0.22532521532334282,0.2318840579710145,0.14621224040946487,0.0,0.0,0.019230769230769232
seed_2_mini_organic_15,bytedance_seed,0.19655493492037157,0.20791658584730324,0.2304427994645386,0.23641304347826086,0.1587623929975332,0.20791658584730324,0.0,0.038461538461538464
seed_2_mini_organic_16,bytedance_seed,0.20474832964403525,0.2329549119129725,0.2270686939525687,0.2358490566037736,0.1831217735398366,0.2329549119129725,0.0,0.09615384615384616
seed_2_mini_organic_17,bytedance_seed,0.15564425161830173,0.17018494691105174,0.18011419687319963,0.18803418803418803,0.13818435860299072,0.3171612309792119,0.0,0.07692307692307693
seed_2_mini_organic_18,bytedance_seed,0.20972999315014063,0.23686456018446636,0.23331754353767475,0.23795180722891565,0.18157340924803472,0.453014948556983,0.0,0.09615384615384616
seed_2_mini_organic_19,bytedance_seed,0.19686445124080318,0.2144504719708297,0.22184449653206306,0.22631578947368422,0.1661737069536998,0.2144504719708297,0.0,0.057692307692307696
seed_2_mini_professional_00,bytedance_seed,0.33407447979329236,0.3595343417834015,0.3068664548151648,0.3157894736842105,0.24800532147508106,0.6426890975964754,0.0,0.07692307692307693
seed_2_mini_professional_01,bytedance_seed,0.30523036556464794,0.36936382334528006,0.2695211292772268,0.2976190476190476,0.25943411401632765,0.36936382334528006,0.0,0.07692307692307693
seed_2_mini_professional_02,bytedance_seed,0.37979147187081513,0.3882763548754098,0.3332442653132308,0.37333333333333335,0.2622126032924845,1.1393744156124455,1.0,0.07692307692307693
seed_2_mini_professional_03,bytedance_seed,0.31223599176203737,0.32863237239761584,0.2643499074199521,0.29098360655737704,0.24647427929821186,0.0,0.0,0.019230769230769232
seed_2_mini_professional_04,bytedance_seed,0.31045722181465557,0.3236917110235949,0.2695621289808448,0.2874015748031496,0.2440137513870177,0.0,0.0,0.019230769230769232
seed_2_mini_professional_05,bytedance_seed,0.41547920809940714,0.4491650329483002,0.30155501220316033,0.3246753246753247,0.32901800767406353,1.2464376242982214,1.0,0.07692307692307693
seed_2_mini_professional_06,bytedance_seed,0.3109887814862491,0.31326139037006373,0.27857782861500335,0.28,0.22592085402153295,0.3119809783784771,0.0,0.07692307692307693
seed_2_mini_professional_07,bytedance_seed,0.32565469950512704,0.33531238569985156,0.2933353149735575,0.3157894736842105,0.2511555516418496,0.0,0.0,0.019230769230769232
seed_2_mini_professional_08,bytedance_seed,0.39664483592018934,0.40899623647451133,0.33201247165532877,0.37333333333333335,0.2811849125762265,1.189934507760568,1.0,0.07692307692307693
seed_2_mini_professional_09,bytedance_seed,0.3482043843471175,0.36936382334528006,0.2848238098733584,0.2976190476190476,0.25943411401632765,0.7000719425632784,0.0,0.07692307692307693
seed_2_mini_professional_10,bytedance_seed,0.3253490375607757,0.3366781815377444,0.28402993679999683,0.2908366533864542,0.23875982595106976,0.0,0.0,0.019230769230769232
