account_id,class_label,campaign_id,generator_id,generator_family,prompt_family,topic,transformation_id,temperature,n_posts,ppl_mean,ppl_var,burstiness,commercial_policy_framing,convergence
gemini_flash_lite_coordinated_16,coordinated_synthetic,gemini_flash_lite_camp0,gemini_flash_lite,google_gemini,grassroots_persona,flavour restrictions for nicotine vaping products,none,0.35,8,43.004617421543884,345.04544607635694,0.3346302830009998,0.015431611607853843,0.603202760219574
gemini_flash_lite_coordinated_17,coordinated_synthetic,gemini_flash_lite_camp1,gemini_flash_lite,google_gemini,indirect_policy_discussion,taxation of alternative nicotine products,llm_paraphrase,0.95,8,308.627515001746,24631.659220484926,0.36456900062422315,0.0025,0.34123772382736206
gemini_flash_lite_coordinated_18,coordinated_synthetic,gemini_flash_lite_camp0,gemini_flash_lite,google_gemini,direct_talking_points,advertising and promotion rules for vaping products,noise_insertion,0.35,8,75.5639256987038,1783.9104791335794,0.3030547819508094,0.004809470958194598,0.5761646032333374
gemini_flash_lite_coordinated_19,coordinated_synthetic,gemini_flash_lite_camp1,gemini_flash_lite,google_gemini,grassroots_persona,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,61.49026232629306,192.67574355463188,0.3564852529998762,0.0026595744680851063,0.6013622879981995
gemini_flash_lite_organic_00,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,direct_talking_points,flavour restrictions for nicotine vaping products,none,0.35,8,49.532725249585525,128.21986256741897,0.3981717719017275,0.0,0.6175399422645569
gemini_flash_lite_organic_01,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,grassroots_persona,taxation of alternative nicotine products,llm_paraphrase,0.95,8,80.48232036893953,712.0103567832837,0.41987364474448785,0.0,0.4952756464481354
gemini_flash_lite_organic_02,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,indirect_policy_discussion,advertising and promotion rules for vaping products,noise_insertion,0.35,8,62.99690191867081,395.36870711601495,0.25605910354563927,0.004631217838765009,0.6271033883094788
gemini_flash_lite_organic_03,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,direct_talking_points,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,56.92651391812015,155.47078150137503,0.4447775523482313,0.0,0.5657234787940979
gemini_flash_lite_organic_04,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,grassroots_persona,enforcement of youth access laws for vaping products,none,0.35,8,58.2152481622649,235.06156874039462,0.31042740421594583,0.0,0.4687499403953552
gemini_flash_lite_organic_05,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,indirect_policy_discussion,use of vaping products in public places,llm_paraphrase,0.95,8,149.74002249576952,3491.5388438589557,0.4825019146832088,0.0,0.4928881525993347
gemini_flash_lite_organic_06,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,direct_talking_points,product safety and manufacturing standards for vaping devices,noise_insertion,0.35,8,74.49779211278411,539.8041105939606,0.2782246063260943,0.004858490566037736,0.5290912985801697
gemini_flash_lite_organic_07,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,grassroots_persona,the role of vaping products in smoking cessation services,sentence_restructure,0.95,8,59.234746006441824,143.5915793439363,0.375349524528915,0.0,0.3648049235343933
gemini_flash_lite_organic_08,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,indirect_policy_discussion,flavour restrictions for nicotine vaping products,none,0.35,8,56.370729504252395,218.4698394623612,0.42369993387934707,0.0,0.6313561201095581
gemini_flash_lite_organic_09,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,direct_talking_points,taxation of alternative nicotine products,llm_paraphrase,0.95,8,105.81536219860361,1977.6700230136366,0.5202280167724487,0.013013129863918959,0.6662617921829224
gemini_flash_lite_organic_10,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,grassroots_persona,advertising and promotion rules for vaping products,noise_insertion,0.35,8,83.01235872905852,2065.6564702633,0.31287925083893997,0.0,0.4729853570461273
gemini_flash_lite_organic_11,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,indirect_policy_discussion,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,64.54792127279269,1038.5583917559943,0.5203351184336817,0.0043859649122807015,0.6448794007301331
gemini_flash_lite_organic_12,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,direct_talking_points,enforcement of youth access laws for vaping products,none,0.35,8,55.07017220222917,502.3498835251498,0.3869098924422603,0.0025,0.5663073062896729
gemini_flash_lite_organic_13,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,grassroots_persona,use of vaping products in public places,llm_paraphrase,0.95,8,118.18741705065642,1314.2929679614183,0.3669393067608195,0.0,0.42257070541381836
gemini_flash_lite_organic_14,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,indirect_policy_discussion,product safety and manufacturing standards for vaping devices,noise_insertion,0.35,8,129.97878611111605,3752.880387859334,0.5257118410750251,0.0,0.38404035568237305
gemini_flash_lite_organic_15,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,direct_talking_points,the role of vaping products in smoking cessation services,sentence_restructure,0.95,8,56.262368913821796,52.76667547021313,0.5192846964664346,0.00474290780141844,0.6071893572807312
gemini_flash_lite_organic_16,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,grassroots_persona,flavour restrictions for nicotine vaping products,none,0.35,8,46.85770480005127,158.83289284287912,0.33309630321225886,0.0,0.6041115522384644
gemini_flash_lite_organic_17,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,indirect_policy_discussion,taxation of alternative nicotine products,llm_paraphrase,0.95,8,127.71317476979414,688.0606118355781,0.40569731576356904,0.0,0.6466593742370605
gemini_flash_lite_organic_18,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,direct_talking_points,advertising and promotion rules for vaping products,noise_insertion,0.35,8,82.42102960706762,563.3474793721803,0.3330728148618557,0.0,0.6231061220169067
gemini_flash_lite_organic_19,simulated_human_control,gemini_flash_lite_control_organic,gemini_flash_lite,google_gemini,grassroots_persona,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,96.86719386236125,2504.5981537396983,0.3648606685963795,0.0,0.508367657661438
gemini_flash_lite_professional_00,simulated_human_control,gemini_flash_lite_control_professional,gemini_flash_lite,google_gemini,direct_talking_points,flavour restrictions for nicotine vaping products,none,0.35,8,59.87644064924452,673.4252581938979,0.3875632693340982,0.049279724309685434,0.7653775215148926
gemini_flash_lite_professional_01,simulated_human_control,gemini_flash_lite_control_professional,gemini_flash_lite,google_gemini,grassroots_persona,taxation of alternative nicotine products,none,0.95,8,60.12424240781768,290.2503908027122,0.4460324505279785,0.08121274405307304,0.7682571411132812
gemini_flash_lite_professional_02,simulated_human_control,gemini_flash_lite_control_professional,gemini_flash_lite,google_gemini,indirect_policy_discussion,advertising and promotion rules for vaping products,none,0.35,8,45.673657520509174,71.32345122825271,0.33871225262105814,0.06375533504495254,0.6613959670066833
gemini_flash_lite_professional_03,simulated_human_control,gemini_flash_lite_control_professional,gemini_flash_lite,google_gemini,direct_talking_points,retail licensing for nicotine product sellers,none,0.95,8,47.75078692250376,187.43064755788816,0.3033475486903117,0.0505366624445941,0.76157146692276
gemini_flash_lite_professional_04,simulated_human_control,gemini_flash_lite_control_professional,gemini_flash_lite,google_gemini,grassroots_persona,enforcement of youth access laws for vaping products,none,0.35,8,44.95714904980342,137.92568729798546,0.3938316249646594,0.05819643344244408,0.776129424571991
gemini_flash_lite_professional_05,simulated_human_control,gemini_flash_lite_control_professional,gemini_flash_lite,google_gemini,indirect_policy_discussion,use of vaping products in public places,none,0.95,8,60.180415949113055,709.5912714634826,0.4406772385447524,0.05797741502683362,0.6963669657707214
gemini_flash_lite_professional_06,simulated_human_control,gemini_flash_lite_control_professional,gemini_flash_lite,google_gemini,direct_talking_points,product safety and manufacturing standards for vaping devices,none,0.35,8,34.45051474269978,126.51662146919674,0.3341492481324001,0.04650997039568691,0.7036388516426086
gemini_flash_lite_professional_07,simulated_human_control,gemini_flash_lite_control_professional,gemini_flash_lite,google_gemini,grassroots_persona,the role of vaping products in smoking cessation services,none,0.95,8,49.151653888282894,135.30304669320847,0.28065348962826087,0.07912149405676416,0.7574674487113953
gemini_flash_lite_professional_08,simulated_human_control,gemini_flash_lite_control_professional,gemini_flash_lite,google_gemini,indirect_policy_discussion,flavour restrictions for nicotine vaping products,none,0.35,8,51.98870518479603,177.04587816764393,0.392943427050261,0.06934775495822007,0.6529023051261902
gemini_flash_lite_professional_09,simulated_human_control,gemini_flash_lite_control_professional,gemini_flash_lite,google_gemini,direct_talking_points,taxation of alternative nicotine products,none,0.95,8,38.096392784704086,166.28176667206057,0.5024691508189856,0.059253543942976314,0.7200522422790527
gemini_flash_lite_professional_10,simulated_human_control,gemini_flash_lite_control_professional,gemini_flash_lite,google_gemini,grassroots_persona,advertising and promotion rules for vaping products,none,0.35,8,52.422965990665425,120.02021027418826,0.2881051930031312,0.08283740690271499,0.6641469597816467
gemini_flash_lite_professional_11,simulated_human_control,gemini_flash_lite_control_professional,gemini_flash_lite,google_gemini,indirect_policy_discussion,retail licensing for nicotine product sellers,none,0.95,8,52.980919499674236,813.1178588327608,0.36006889976197143,0.03972161914411154,0.6613619923591614
qwen_3_6_35b_coordinated_00,coordinated_synthetic,qwen_3_6_35b_camp0,qwen_3_6_35b,alibaba_qwen,direct_talking_points,flavour restrictions for nicotine vaping products,none,0.35,8,46.98609315148815,54.505785296247055,0.3548004606093497,0.020281927928827714,0.6448827981948853
qwen_3_6_35b_coordinated_01,coordinated_synthetic,qwen_3_6_35b_camp1,qwen_3_6_35b,alibaba_qwen,grassroots_persona,taxation of alternative nicotine products,llm_paraphrase,0.95,8,309.2561858430694,31603.7304582726,0.3694972235971433,0.0,0.41755062341690063
qwen_3_6_35b_coordinated_02,coordinated_synthetic,qwen_3_6_35b_camp0,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,advertising and promotion rules for vaping products,noise_insertion,0.35,8,89.45814408978733,627.1658784867235,0.3368338946785645,0.008291161632854191,0.5408408045768738
qwen_3_6_35b_coordinated_03,coordinated_synthetic,qwen_3_6_35b_camp1,qwen_3_6_35b,alibaba_qwen,direct_talking_points,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,69.4265205096082,129.13882883677513,0.310119550788441,0.009594943240454077,0.41622084379196167
qwen_3_6_35b_coordinated_04,coordinated_synthetic,qwen_3_6_35b_camp0,qwen_3_6_35b,alibaba_qwen,grassroots_persona,enforcement of youth access laws for vaping products,none,0.35,8,67.13197318208512,339.8245739455481,0.3580492445167805,0.0054370339685169845,0.6296671628952026
qwen_3_6_35b_coordinated_05,coordinated_synthetic,qwen_3_6_35b_camp1,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,use of vaping products in public places,llm_paraphrase,0.95,8,500.8678078115524,68781.09725065401,0.3781801343684192,0.0,0.37313058972358704
qwen_3_6_35b_coordinated_06,coordinated_synthetic,qwen_3_6_35b_camp0,qwen_3_6_35b,alibaba_qwen,direct_talking_points,product safety and manufacturing standards for vaping devices,noise_insertion,0.35,8,121.73410928360263,815.7902190117246,0.49978969122332145,0.010669869983041268,0.5972762703895569
qwen_3_6_35b_coordinated_07,coordinated_synthetic,qwen_3_6_35b_camp1,qwen_3_6_35b,alibaba_qwen,grassroots_persona,the role of vaping products in smoking cessation services,sentence_restructure,0.95,8,127.59109428949557,2189.1488610749457,0.38575818008263824,0.007401960784313726,0.39211443066596985
qwen_3_6_35b_coordinated_08,coordinated_synthetic,qwen_3_6_35b_camp0,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,flavour restrictions for nicotine vaping products,none,0.35,8,41.21699835667768,82.93518316480566,0.3446144813224812,0.0018656716417910447,0.4455301761627197
qwen_3_6_35b_coordinated_09,coordinated_synthetic,qwen_3_6_35b_camp1,qwen_3_6_35b,alibaba_qwen,direct_talking_points,taxation of alternative nicotine products,llm_paraphrase,0.95,8,289.25615809964836,15215.766407109215,0.3634995255319624,0.0,0.4195297062397003
qwen_3_6_35b_coordinated_10,coordinated_synthetic,qwen_3_6_35b_camp0,qwen_3_6_35b,alibaba_qwen,grassroots_persona,advertising and promotion rules for vaping products,noise_insertion,0.35,8,73.69487888324835,794.4676291989108,0.396450399854908,0.006183953427923527,0.5052079558372498
qwen_3_6_35b_coordinated_11,coordinated_synthetic,qwen_3_6_35b_camp1,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,50.69774316730528,353.7029323104875,0.2410263337296399,0.008310600843971255,0.3990897834300995
qwen_3_6_35b_coordinated_12,coordinated_synthetic,qwen_3_6_35b_camp0,qwen_3_6_35b,alibaba_qwen,direct_talking_points,enforcement of youth access laws for vaping products,none,0.35,8,69.0040777564871,722.7773959120536,0.34444205518413773,0.014367252205922157,0.5397337079048157
qwen_3_6_35b_coordinated_13,coordinated_synthetic,qwen_3_6_35b_camp1,qwen_3_6_35b,alibaba_qwen,grassroots_persona,use of vaping products in public places,llm_paraphrase,0.95,8,226.45731244697862,7367.595495398275,0.40180574885185416,0.0020161290322580645,0.3805963099002838
qwen_3_6_35b_coordinated_14,coordinated_synthetic,qwen_3_6_35b_camp0,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,product safety and manufacturing standards for vaping devices,noise_insertion,0.35,8,141.12758510275802,12058.78291787045,0.3122330462848414,0.0069491239892183285,0.4240078926086426
qwen_3_6_35b_coordinated_15,coordinated_synthetic,qwen_3_6_35b_camp1,qwen_3_6_35b,alibaba_qwen,direct_talking_points,the role of vaping products in smoking cessation services,sentence_restructure,0.95,8,79.19893647766253,486.0076395017422,0.4395630009669643,0.006991388241388241,0.3832525908946991
qwen_3_6_35b_coordinated_16,coordinated_synthetic,qwen_3_6_35b_camp0,qwen_3_6_35b,alibaba_qwen,grassroots_persona,flavour restrictions for nicotine vaping products,none,0.35,8,63.40779600433289,354.65291665020436,0.38059785583514644,0.0078484591740227,0.6279008984565735
qwen_3_6_35b_coordinated_17,coordinated_synthetic,qwen_3_6_35b_camp1,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,taxation of alternative nicotine products,llm_paraphrase,0.95,8,167.67569574684433,4668.191287613492,0.3425775033912805,0.002976190476190476,0.41074302792549133
qwen_3_6_35b_coordinated_18,coordinated_synthetic,qwen_3_6_35b_camp0,qwen_3_6_35b,alibaba_qwen,direct_talking_points,advertising and promotion rules for vaping products,noise_insertion,0.35,8,121.78445746777037,3011.485654231378,0.32957344260907845,0.01096903701259418,0.6190198659896851
qwen_3_6_35b_coordinated_19,coordinated_synthetic,qwen_3_6_35b_camp1,qwen_3_6_35b,alibaba_qwen,grassroots_persona,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,70.61816198853145,361.7096558726485,0.4363075160320605,0.00610834478021978,0.399980366230011
qwen_3_6_35b_organic_00,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,direct_talking_points,flavour restrictions for nicotine vaping products,none,0.35,8,71.11195344671887,153.224992154123,0.5608250546302584,0.006799135262090317,0.6375635862350464
qwen_3_6_35b_organic_01,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,grassroots_persona,taxation of alternative nicotine products,llm_paraphrase,0.95,8,389.7028572769758,50027.03940036209,0.5063997878600159,0.0035714285714285713,0.3987204432487488
qwen_3_6_35b_organic_02,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,advertising and promotion rules for vaping products,noise_insertion,0.35,8,89.57099631909324,836.0632689233496,0.5458929332872401,0.0043116265239369605,0.4820190370082855
qwen_3_6_35b_organic_03,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,direct_talking_points,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,73.20555722677994,533.6132890713134,0.429033175184201,0.0,0.5264081358909607
qwen_3_6_35b_organic_04,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,grassroots_persona,enforcement of youth access laws for vaping products,none,0.35,8,47.94217997767065,241.27623114449756,0.6143492221377226,0.0,0.3084854781627655
qwen_3_6_35b_organic_05,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,use of vaping products in public places,llm_paraphrase,0.95,8,198.82869294632124,9099.623073546194,0.5881251995165332,0.0,0.5476210713386536
qwen_3_6_35b_organic_06,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,direct_talking_points,product safety and manufacturing standards for vaping devices,noise_insertion,0.35,8,111.87268323533077,1494.076798815332,0.47404780524502427,0.008674339970269875,0.43508273363113403
qwen_3_6_35b_organic_07,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,grassroots_persona,the role of vaping products in smoking cessation services,sentence_restructure,0.95,8,77.13555712286991,638.99448599236,0.5114779941026588,0.0020833333333333333,0.4298865795135498
qwen_3_6_35b_organic_08,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,flavour restrictions for nicotine vaping products,none,0.35,8,59.34355697997,601.5418045239617,0.4321931887750259,0.0,0.5079529881477356
qwen_3_6_35b_organic_09,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,direct_talking_points,taxation of alternative nicotine products,llm_paraphrase,0.95,8,126.62738501912487,3417.5957871409933,0.38976185385144446,0.005323772272924816,0.5388842225074768
qwen_3_6_35b_organic_10,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,grassroots_persona,advertising and promotion rules for vaping products,noise_insertion,0.35,8,90.59713254640074,679.8765863533692,0.6612851901104706,0.0020161290322580645,0.48516613245010376
qwen_3_6_35b_organic_11,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,68.88790961556757,590.5020655871845,0.4619222618040167,0.004102771051923594,0.6162272691726685
qwen_3_6_35b_organic_12,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,direct_talking_points,enforcement of youth access laws for vaping products,none,0.35,8,61.07032211154366,411.7922707574635,0.7176409248898332,0.001984126984126984,0.4755750596523285
qwen_3_6_35b_organic_13,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,grassroots_persona,use of vaping products in public places,llm_paraphrase,0.95,8,333.88922812687076,72164.81457341346,0.6354352130836551,0.0,0.4495411515235901
qwen_3_6_35b_organic_14,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,product safety and manufacturing standards for vaping devices,noise_insertion,0.35,8,77.89637922367979,1405.243099675466,0.4804606438992795,0.0,0.33597633242607117
qwen_3_6_35b_organic_15,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,direct_talking_points,the role of vaping products in smoking cessation services,sentence_restructure,0.95,8,46.12092332541074,114.6825968645531,0.5299712871631739,0.00211864406779661,0.5939189195632935
qwen_3_6_35b_organic_16,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,grassroots_persona,flavour restrictions for nicotine vaping products,none,0.35,8,84.64876083458125,238.75193658412837,0.6201688679455438,0.004032258064516129,0.6235750913619995
qwen_3_6_35b_organic_17,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,taxation of alternative nicotine products,llm_paraphrase,0.95,8,172.17929384412307,4389.171082329664,0.5980282040654179,0.0,0.5035017132759094
qwen_3_6_35b_organic_18,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,direct_talking_points,advertising and promotion rules for vaping products,noise_insertion,0.35,8,73.25952722917671,352.6195773235925,0.47050248686795404,0.0021551724137931034,0.40888363122940063
qwen_3_6_35b_organic_19,simulated_human_control,qwen_3_6_35b_control_organic,qwen_3_6_35b,alibaba_qwen,grassroots_persona,retail licensing for nicotine product sellers,sentence_restructure,0.95,8,93.08337338796346,427.0258490185438,0.4778042527778292,0.0,0.5099927186965942
qwen_3_6_35b_professional_00,simulated_human_control,qwen_3_6_35b_control_professional,qwen_3_6_35b,alibaba_qwen,direct_talking_points,flavour restrictions for nicotine vaping products,none,0.35,8,58.3155995162135,206.9248064644373,0.555651695305014,0.08051953390051672,0.7465596795082092
qwen_3_6_35b_professional_01,simulated_human_control,qwen_3_6_35b_control_professional,qwen_3_6_35b,alibaba_qwen,grassroots_persona,taxation of alternative nicotine products,none,0.95,8,65.2021958524038,1104.3584935785752,0.49732946068610034,0.07025506606295773,0.7342979311943054
qwen_3_6_35b_professional_02,simulated_human_control,qwen_3_6_35b_control_professional,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,advertising and promotion rules for vaping products,none,0.35,8,63.32476009297268,54.71208360756836,0.5209558308956568,0.15057676316679225,0.8072620034217834
qwen_3_6_35b_professional_03,simulated_human_control,qwen_3_6_35b_control_professional,qwen_3_6_35b,alibaba_qwen,direct_talking_points,retail licensing for nicotine product sellers,none,0.95,8,58.468486773978356,371.33935150129037,0.37664518307674033,0.06216031808627337,0.7436200976371765
qwen_3_6_35b_professional_04,simulated_human_control,qwen_3_6_35b_control_professional,qwen_3_6_35b,alibaba_qwen,grassroots_persona,enforcement of youth access laws for vaping products,none,0.35,8,52.02634833963003,198.99034749971383,0.290167040755177,0.05898276906531623,0.6977685689926147
qwen_3_6_35b_professional_05,simulated_human_control,qwen_3_6_35b_control_professional,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,use of vaping products in public places,none,0.95,8,59.38591318684196,349.05396403095506,0.3034714882358135,0.1448130360616487,0.8102061152458191
qwen_3_6_35b_professional_06,simulated_human_control,qwen_3_6_35b_control_professional,qwen_3_6_35b,alibaba_qwen,direct_talking_points,product safety and manufacturing standards for vaping devices,none,0.35,8,40.469783708385066,120.76658629500429,0.2192254724268349,0.0865198360134542,0.6968700289726257
qwen_3_6_35b_professional_07,simulated_human_control,qwen_3_6_35b_control_professional,qwen_3_6_35b,alibaba_qwen,grassroots_persona,the role of vaping products in smoking cessation services,none,0.95,8,54.48777529637162,197.58160644564586,0.3820176697484031,0.13750619478560655,0.8678082227706909
qwen_3_6_35b_professional_08,simulated_human_control,qwen_3_6_35b_control_professional,qwen_3_6_35b,alibaba_qwen,indirect_policy_discussion,flavour restrictions for nicotine vaping products,none,0.35,8,63.64939763710801,600.6589878467416,0.26480659720845423,0.07371074872936839,0.8028811812400818
qwen_3_6_35b_professional_09,simulated_human_control,qwen_3_6_35b_control_professional,qwen_3_6_35b,alibaba_qwen,direct_talking_points,taxation of alternative nicotine products,none,0.95,8,47.81492195463797,222.2161446895757,0.2932049075845636,0.13912348103247105,0.8306425213813782
